Date,Day,Time,Pred(Ft),Pred(cm),High/Low,DateTime (UTC),Subordinate DateTime (Adjusted)
1/10/2023,Tue,12:08:00 PM,1.22,37,L,2023-01-10 12:08:00,2023-01-10 12:53:00
1/10/2023,Tue,6:18:00 PM,9.62,293,H,2023-01-10 18:18:00,2023-01-10 19:26:00
1/11/2023,Wed,12:40:00 AM,0.34,10,L,2023-01-11 00:40:00,2023-01-11 01:25:00
1/11/2023,Wed,6:53:00 AM,8.62,263,H,2023-01-11 06:53:00,2023-01-11 08:01:00
1/11/2023,Wed,12:49:00 PM,1.28,39,L,2023-01-11 12:49:00,2023-01-11 13:34:00
1/11/2023,Wed,6:58:00 PM,9.4,287,H,2023-01-11 18:58:00,2023-01-11 20:06:00
1/12/2023,Thu,1:18:00 AM,0.5,15,L,2023-01-12 01:18:00,2023-01-12 02:03:00
1/12/2023,Thu,7:32:00 AM,8.66,264,H,2023-01-12 07:32:00,2023-01-12 08:40:00
1/12/2023,Thu,1:32:00 PM,1.34,41,L,2023-01-12 13:32:00,2023-01-12 14:17:00
1/12/2023,Thu,7:40:00 PM,9.13,278,H,2023-01-12 19:40:00,2023-01-12 20:48:00
1/13/2023,Fri,1:59:00 AM,0.69,21,L,2023-01-13 01:59:00,2023-01-13 02:44:00
1/13/2023,Fri,8:12:00 AM,8.72,266,H,2023-01-13 08:12:00,2023-01-13 09:20:00
1/13/2023,Fri,2:18:00 PM,1.37,42,L,2023-01-13 14:18:00,2023-01-13 15:03:00
1/13/2023,Fri,8:25:00 PM,8.83,269,H,2023-01-13 20:25:00,2023-01-13 21:33:00
1/14/2023,Sat,2:42:00 AM,0.88,27,L,2023-01-14 02:42:00,2023-01-14 03:27:00
1/14/2023,Sat,8:56:00 AM,8.83,269,H,2023-01-14 08:56:00,2023-01-14 10:04:00
1/14/2023,Sat,3:08:00 PM,1.33,41,L,2023-01-14 15:08:00,2023-01-14 15:53:00
1/14/2023,Sat,9:14:00 PM,8.55,261,H,2023-01-14 21:14:00,2023-01-14 22:22:00
1/15/2023,Sun,3:29:00 AM,1.06,32,L,2023-01-15 03:29:00,2023-01-15 04:14:00
1/15/2023,Sun,9:42:00 AM,9.0,274,H,2023-01-15 09:42:00,2023-01-15 10:50:00
1/15/2023,Sun,4:02:00 PM,1.2,37,L,2023-01-15 16:02:00,2023-01-15 16:47:00
1/15/2023,Sun,10:08:00 PM,8.34,254,H,2023-01-15 22:08:00,2023-01-15 23:16:00
1/16/2023,Mon,4:18:00 AM,1.17,36,L,2023-01-16 04:18:00,2023-01-16 05:03:00
1/16/2023,Mon,10:32:00 AM,9.25,282,H,2023-01-16 10:32:00,2023-01-16 11:40:00
1/16/2023,Mon,4:58:00 PM,0.96,29,L,2023-01-16 16:58:00,2023-01-16 17:43:00
1/16/2023,Mon,11:05:00 PM,8.23,251,H,2023-01-16 23:05:00,2023-01-17 00:13:00
1/17/2023,Tue,5:12:00 AM,1.19,36,L,2023-01-17 05:12:00,2023-01-17 05:57:00
1/17/2023,Tue,11:26:00 AM,9.59,292,H,2023-01-17 11:26:00,2023-01-17 12:34:00
1/17/2023,Tue,5:57:00 PM,0.6,18,L,2023-01-17 17:57:00,2023-01-17 18:42:00
1/18/2023,Wed,12:05:00 AM,8.27,252,H,2023-01-18 00:05:00,2023-01-18 01:13:00
1/18/2023,Wed,6:08:00 AM,1.07,33,L,2023-01-18 06:08:00,2023-01-18 06:53:00
1/18/2023,Wed,12:23:00 PM,10.02,305,H,2023-01-18 12:23:00,2023-01-18 13:31:00
1/18/2023,Wed,6:57:00 PM,0.12,4,L,2023-01-18 18:57:00,2023-01-18 19:42:00
1/19/2023,Thu,1:06:00 AM,8.49,259,H,2023-01-19 01:06:00,2023-01-19 02:14:00
1/19/2023,Thu,7:07:00 AM,0.78,24,L,2023-01-19 07:07:00,2023-01-19 07:52:00
1/19/2023,Thu,1:20:00 PM,10.53,321,H,2023-01-19 13:20:00,2023-01-19 14:28:00
1/19/2023,Thu,7:55:00 PM,-0.45,-14,L,2023-01-19 19:55:00,2023-01-19 20:40:00
1/20/2023,Fri,2:05:00 AM,8.85,270,H,2023-01-20 02:05:00,2023-01-20 03:13:00
1/20/2023,Fri,8:04:00 AM,0.37,11,L,2023-01-20 08:04:00,2023-01-20 08:49:00
1/20/2023,Fri,2:17:00 PM,11.04,336,H,2023-01-20 14:17:00,2023-01-20 15:25:00
1/20/2023,Fri,8:51:00 PM,-1.0,-30,L,2023-01-20 20:51:00,2023-01-20 21:36:00
1/21/2023,Sat,3:01:00 AM,9.27,283,H,2023-01-21 03:01:00,2023-01-21 04:09:00
1/21/2023,Sat,8:59:00 AM,-0.08,-2,L,2023-01-21 08:59:00,2023-01-21 09:44:00
1/21/2023,Sat,3:12:00 PM,11.46,349,H,2023-01-21 15:12:00,2023-01-21 16:20:00
1/21/2023,Sat,9:44:00 PM,-1.45,-44,L,2023-01-21 21:44:00,2023-01-21 22:29:00
1/22/2023,Sun,3:55:00 AM,9.67,295,H,2023-01-22 03:55:00,2023-01-22 05:03:00
1/22/2023,Sun,9:54:00 AM,-0.47,-14,L,2023-01-22 09:54:00,2023-01-22 10:39:00
1/22/2023,Sun,4:07:00 PM,11.7,357,H,2023-01-22 16:07:00,2023-01-22 17:15:00
1/22/2023,Sun,10:36:00 PM,-1.72,-52,L,2023-01-22 22:36:00,2023-01-22 23:21:00
1/23/2023,Mon,4:49:00 AM,10.02,305,H,2023-01-23 04:49:00,2023-01-23 05:57:00
1/23/2023,Mon,10:48:00 AM,-0.73,-22,L,2023-01-23 10:48:00,2023-01-23 11:33:00
1/23/2023,Mon,5:02:00 PM,11.72,357,H,2023-01-23 17:02:00,2023-01-23 18:10:00
1/23/2023,Mon,11:27:00 PM,-1.78,-54,L,2023-01-23 23:27:00,2023-01-24 00:12:00
1/24/2023,Tue,5:42:00 AM,10.26,313,H,2023-01-24 05:42:00,2023-01-24 06:50:00
1/24/2023,Tue,11:41:00 AM,-0.83,-25,L,2023-01-24 11:41:00,2023-01-24 12:26:00
1/24/2023,Tue,5:56:00 PM,11.51,351,H,2023-01-24 17:56:00,2023-01-24 19:04:00
1/25/2023,Wed,12:17:00 AM,-1.6,-49,L,2023-01-25 00:17:00,2023-01-25 01:02:00
1/25/2023,Wed,6:33:00 AM,10.37,316,H,2023-01-25 06:33:00,2023-01-25 07:41:00
1/25/2023,Wed,12:35:00 PM,-0.74,-23,L,2023-01-25 12:35:00,2023-01-25 13:20:00
1/25/2023,Wed,6:50:00 PM,11.06,337,H,2023-01-25 18:50:00,2023-01-25 19:58:00
1/26/2023,Thu,1:07:00 AM,-1.21,-37,L,2023-01-26 01:07:00,2023-01-26 01:52:00
1/26/2023,Thu,7:25:00 AM,10.33,315,H,2023-01-26 07:25:00,2023-01-26 08:33:00
1/26/2023,Thu,1:30:00 PM,-0.48,-15,L,2023-01-26 13:30:00,2023-01-26 14:15:00
1/26/2023,Thu,7:45:00 PM,10.44,318,H,2023-01-26 19:45:00,2023-01-26 20:53:00
1/27/2023,Fri,1:59:00 AM,-0.65,-20,L,2023-01-27 01:59:00,2023-01-27 02:44:00
1/27/2023,Fri,8:18:00 AM,10.16,310,H,2023-01-27 08:18:00,2023-01-27 09:26:00
1/27/2023,Fri,2:28:00 PM,-0.13,-4,L,2023-01-27 14:28:00,2023-01-27 15:13:00
1/27/2023,Fri,8:42:00 PM,9.73,297,H,2023-01-27 20:42:00,2023-01-27 21:50:00
1/28/2023,Sat,2:52:00 AM,0.0,0,L,2023-01-28 02:52:00,2023-01-28 03:37:00
1/28/2023,Sat,9:12:00 AM,9.9,302,H,2023-01-28 09:12:00,2023-01-28 10:20:00
1/28/2023,Sat,3:28:00 PM,0.24,7,L,2023-01-28 15:28:00,2023-01-28 16:13:00
1/28/2023,Sat,9:42:00 PM,9.05,276,H,2023-01-28 21:42:00,2023-01-28 22:50:00
1/29/2023,Sun,3:47:00 AM,0.62,19,L,2023-01-29 03:47:00,2023-01-29 04:32:00
1/29/2023,Sun,10:09:00 AM,9.62,293,H,2023-01-29 10:09:00,2023-01-29 11:17:00
1/29/2023,Sun,4:30:00 PM,0.56,17,L,2023-01-29 16:30:00,2023-01-29 17:15:00
1/29/2023,Sun,10:44:00 PM,8.49,259,H,2023-01-29 22:44:00,2023-01-29 23:52:00
1/30/2023,Mon,4:43:00 AM,1.15,35,L,2023-01-30 04:43:00,2023-01-30 05:28:00
1/30/2023,Mon,11:06:00 AM,9.38,286,H,2023-01-30 11:06:00,2023-01-30 12:14:00
1/30/2023,Mon,5:32:00 PM,0.77,23,L,2023-01-30 17:32:00,2023-01-30 18:17:00
1/30/2023,Mon,11:48:00 PM,8.12,247,H,2023-01-30 23:48:00,2023-01-31 00:56:00
1/31/2023,Tue,5:41:00 AM,1.51,46,L,2023-01-31 05:41:00,2023-01-31 06:26:00
1/31/2023,Tue,12:05:00 PM,9.24,282,H,2023-01-31 12:05:00,2023-01-31 13:13:00
1/31/2023,Tue,6:36:00 PM,0.84,26,L,2023-01-31 18:36:00,2023-01-31 19:21:00
2/1/2023,Wed,12:52:00 AM,7.97,243,H,2023-02-01 00:52:00,2023-02-01 02:00:00
2/1/2023,Wed,6:39:00 AM,1.68,51,L,2023-02-01 06:39:00,2023-02-01 07:24:00
2/1/2023,Wed,1:03:00 PM,9.24,282,H,2023-02-01 13:03:00,2023-02-01 14:11:00
2/1/2023,Wed,7:35:00 PM,0.76,23,L,2023-02-01 19:35:00,2023-02-01 20:20:00
2/2/2023,Thu,1:49:00 AM,8.01,244,H,2023-02-02 01:49:00,2023-02-02 02:57:00
2/2/2023,Thu,7:34:00 AM,1.64,50,L,2023-02-02 07:34:00,2023-02-02 08:19:00
2/2/2023,Thu,1:56:00 PM,9.35,285,H,2023-02-02 13:56:00,2023-02-02 15:04:00
2/2/2023,Thu,8:26:00 PM,0.61,19,L,2023-02-02 20:26:00,2023-02-02 21:11:00
2/3/2023,Fri,2:38:00 AM,8.15,248,H,2023-02-03 02:38:00,2023-02-03 03:46:00
2/3/2023,Fri,8:23:00 AM,1.48,45,L,2023-02-03 08:23:00,2023-02-03 09:08:00
2/3/2023,Fri,2:42:00 PM,9.51,290,H,2023-02-03 14:42:00,2023-02-03 15:50:00
2/3/2023,Fri,9:09:00 PM,0.44,13,L,2023-02-03 21:09:00,2023-02-03 21:54:00
2/4/2023,Sat,3:20:00 AM,8.32,254,H,2023-02-04 03:20:00,2023-02-04 04:28:00
2/4/2023,Sat,9:06:00 AM,1.27,39,L,2023-02-04 09:06:00,2023-02-04 09:51:00
2/4/2023,Sat,3:23:00 PM,9.67,295,H,2023-02-04 15:23:00,2023-02-04 16:31:00
2/4/2023,Sat,9:47:00 PM,0.28,9,L,2023-02-04 21:47:00,2023-02-04 22:32:00
2/5/2023,Sun,3:59:00 AM,8.51,259,H,2023-02-05 03:59:00,2023-02-05 05:07:00
2/5/2023,Sun,9:47:00 AM,1.06,32,L,2023-02-05 09:47:00,2023-02-05 10:32:00
2/5/2023,Sun,4:02:00 PM,9.78,298,H,2023-02-05 16:02:00,2023-02-05 17:10:00
2/5/2023,Sun,10:23:00 PM,0.15,5,L,2023-02-05 22:23:00,2023-02-05 23:08:00
2/6/2023,Mon,4:36:00 AM,8.69,265,H,2023-02-06 04:36:00,2023-02-06 05:44:00
2/6/2023,Mon,10:26:00 AM,0.89,27,L,2023-02-06 10:26:00,2023-02-06 11:11:00
2/6/2023,Mon,4:40:00 PM,9.83,300,H,2023-02-06 16:40:00,2023-02-06 17:48:00
2/6/2023,Mon,10:59:00 PM,0.08,2,L,2023-02-06 22:59:00,2023-02-06 23:44:00
2/7/2023,Tue,5:11:00 AM,8.84,269,H,2023-02-07 05:11:00,2023-02-07 06:19:00
2/7/2023,Tue,11:04:00 AM,0.77,23,L,2023-02-07 11:04:00,2023-02-07 11:49:00
2/7/2023,Tue,5:17:00 PM,9.8,299,H,2023-02-07 17:17:00,2023-02-07 18:25:00
2/7/2023,Tue,11:34:00 PM,0.07,2,L,2023-02-07 23:34:00,2023-02-08 00:19:00
2/8/2023,Wed,5:46:00 AM,8.98,274,H,2023-02-08 05:46:00,2023-02-08 06:54:00
2/8/2023,Wed,11:43:00 AM,0.7,21,L,2023-02-08 11:43:00,2023-02-08 12:28:00
2/8/2023,Wed,5:53:00 PM,9.69,295,H,2023-02-08 17:53:00,2023-02-08 19:01:00
2/9/2023,Thu,12:09:00 AM,0.13,4,L,2023-02-09 00:09:00,2023-02-09 00:54:00
2/9/2023,Thu,6:20:00 AM,9.09,277,H,2023-02-09 06:20:00,2023-02-09 07:28:00
2/9/2023,Thu,12:22:00 PM,0.67,20,L,2023-02-09 12:22:00,2023-02-09 13:07:00
2/9/2023,Thu,6:31:00 PM,9.5,290,H,2023-02-09 18:31:00,2023-02-09 19:39:00
2/10/2023,Fri,12:45:00 AM,0.27,8,L,2023-02-10 00:45:00,2023-02-10 01:30:00
2/10/2023,Fri,6:55:00 AM,9.17,280,H,2023-02-10 06:55:00,2023-02-10 08:03:00
2/10/2023,Fri,1:02:00 PM,0.67,20,L,2023-02-10 13:02:00,2023-02-10 13:47:00
2/10/2023,Fri,7:10:00 PM,9.24,282,H,2023-02-10 19:10:00,2023-02-10 20:18:00
2/11/2023,Sat,1:23:00 AM,0.48,15,L,2023-02-11 01:23:00,2023-02-11 02:08:00
2/11/2023,Sat,7:33:00 AM,9.24,282,H,2023-02-11 07:33:00,2023-02-11 08:41:00
2/11/2023,Sat,1:46:00 PM,0.71,22,L,2023-02-11 13:46:00,2023-02-11 14:31:00
2/11/2023,Sat,7:53:00 PM,8.92,272,H,2023-02-11 19:53:00,2023-02-11 21:01:00
2/12/2023,Sun,2:04:00 AM,0.73,22,L,2023-02-12 02:04:00,2023-02-12 02:49:00
2/12/2023,Sun,8:14:00 AM,9.3,283,H,2023-02-12 08:14:00,2023-02-12 09:22:00
2/12/2023,Sun,2:34:00 PM,0.76,23,L,2023-02-12 14:34:00,2023-02-12 15:19:00
2/12/2023,Sun,8:40:00 PM,8.58,262,H,2023-02-12 20:40:00,2023-02-12 21:48:00
2/13/2023,Mon,2:50:00 AM,0.98,30,L,2023-02-13 02:50:00,2023-02-13 03:35:00
2/13/2023,Mon,9:01:00 AM,9.37,286,H,2023-02-13 09:01:00,2023-02-13 10:09:00
2/13/2023,Mon,3:28:00 PM,0.78,24,L,2023-02-13 15:28:00,2023-02-13 16:13:00
2/13/2023,Mon,9:34:00 PM,8.28,252,H,2023-02-13 21:34:00,2023-02-13 22:42:00
2/14/2023,Tue,3:42:00 AM,1.19,36,L,2023-02-14 03:42:00,2023-02-14 04:27:00
2/14/2023,Tue,9:54:00 AM,9.46,288,H,2023-02-14 09:54:00,2023-02-14 11:02:00
2/14/2023,Tue,4:27:00 PM,0.72,22,L,2023-02-14 16:27:00,2023-02-14 17:12:00
2/14/2023,Tue,10:34:00 PM,8.09,247,H,2023-02-14 22:34:00,2023-02-14 23:42:00
2/15/2023,Wed,4:40:00 AM,1.27,39,L,2023-02-15 04:40:00,2023-02-15 05:25:00
2/15/2023,Wed,10:53:00 AM,9.63,294,H,2023-02-15 10:53:00,2023-02-15 12:01:00
2/15/2023,Wed,5:29:00 PM,0.55,17,L,2023-02-15 17:29:00,2023-02-15 18:14:00
2/15/2023,Wed,11:38:00 PM,8.09,247,H,2023-02-15 23:38:00,2023-02-16 00:46:00
2/16/2023,Thu,5:41:00 AM,1.19,36,L,2023-02-16 05:41:00,2023-02-16 06:26:00
2/16/2023,Thu,11:56:00 AM,9.92,302,H,2023-02-16 11:56:00,2023-02-16 13:04:00
2/16/2023,Thu,6:33:00 PM,0.19,6,L,2023-02-16 18:33:00,2023-02-16 19:18:00
2/17/2023,Fri,12:45:00 AM,8.34,254,H,2023-02-17 00:45:00,2023-02-17 01:53:00
2/17/2023,Fri,6:45:00 AM,0.87,27,L,2023-02-17 06:45:00,2023-02-17 07:30:00
2/17/2023,Fri,1:01:00 PM,10.35,315,H,2023-02-17 13:01:00,2023-02-17 14:09:00
2/17/2023,Fri,7:36:00 PM,-0.32,-10,L,2023-02-17 19:36:00,2023-02-17 20:21:00
2/18/2023,Sat,1:48:00 AM,8.82,269,H,2023-02-18 01:48:00,2023-02-18 02:56:00
2/18/2023,Sat,7:47:00 AM,0.36,11,L,2023-02-18 07:47:00,2023-02-18 08:32:00
2/18/2023,Sat,2:02:00 PM,10.85,331,H,2023-02-18 14:02:00,2023-02-18 15:10:00
2/18/2023,Sat,8:33:00 PM,-0.88,-27,L,2023-02-18 20:33:00,2023-02-18 21:18:00
2/19/2023,Sun,2:45:00 AM,9.41,287,H,2023-02-19 02:45:00,2023-02-19 03:53:00
2/19/2023,Sun,8:45:00 AM,-0.23,-7,L,2023-02-19 08:45:00,2023-02-19 09:30:00
2/19/2023,Sun,2:59:00 PM,11.29,344,H,2023-02-19 14:59:00,2023-02-19 16:07:00
2/19/2023,Sun,9:26:00 PM,-1.35,-41,L,2023-02-19 21:26:00,2023-02-19 22:11:00
2/20/2023,Mon,3:39:00 AM,9.98,304,H,2023-02-20 03:39:00,2023-02-20 04:47:00
2/20/2023,Mon,9:40:00 AM,-0.75,-23,L,2023-02-20 09:40:00,2023-02-20 10:25:00
2/20/2023,Mon,3:54:00 PM,11.54,352,H,2023-02-20 15:54:00,2023-02-20 17:02:00
2/20/2023,Mon,10:17:00 PM,-1.62,-49,L,2023-02-20 22:17:00,2023-02-20 23:02:00
2/21/2023,Tue,4:30:00 AM,10.44,318,H,2023-02-21 04:30:00,2023-02-21 05:38:00
2/21/2023,Tue,10:33:00 AM,-1.11,-34,L,2023-02-21 10:33:00,2023-02-21 11:18:00
2/21/2023,Tue,4:48:00 PM,11.55,352,H,2023-02-21 16:48:00,2023-02-21 17:56:00
2/21/2023,Tue,11:06:00 PM,-1.65,-50,L,2023-02-21 23:06:00,2023-02-21 23:51:00
2/22/2023,Wed,5:20:00 AM,10.73,327,H,2023-02-22 05:20:00,2023-02-22 06:28:00
2/22/2023,Wed,11:25:00 AM,-1.25,-38,L,2023-02-22 11:25:00,2023-02-22 12:10:00
2/22/2023,Wed,5:40:00 PM,11.31,345,H,2023-02-22 17:40:00,2023-02-22 18:48:00
2/22/2023,Wed,11:53:00 PM,-1.42,-43,L,2023-02-22 23:53:00,2023-02-23 00:38:00
2/23/2023,Thu,6:08:00 AM,10.81,329,H,2023-02-23 06:08:00,2023-02-23 07:16:00
2/23/2023,Thu,12:16:00 PM,-1.15,-35,L,2023-02-23 12:16:00,2023-02-23 13:01:00
2/23/2023,Thu,6:31:00 PM,10.85,331,H,2023-02-23 18:31:00,2023-02-23 19:39:00
2/24/2023,Fri,12:40:00 AM,-0.96,-29,L,2023-02-24 00:40:00,2023-02-24 01:25:00
2/24/2023,Fri,6:56:00 AM,10.68,326,H,2023-02-24 06:56:00,2023-02-24 08:04:00
2/24/2023,Fri,1:07:00 PM,-0.82,-25,L,2023-02-24 13:07:00,2023-02-24 13:52:00
2/24/2023,Fri,7:22:00 PM,10.21,311,H,2023-02-24 19:22:00,2023-02-24 20:30:00
2/25/2023,Sat,1:28:00 AM,-0.32,-10,L,2023-02-25 01:28:00,2023-02-25 02:13:00
2/25/2023,Sat,7:44:00 AM,10.35,315,H,2023-02-25 07:44:00,2023-02-25 08:52:00
2/25/2023,Sat,2:00:00 PM,-0.34,-10,L,2023-02-25 14:00:00,2023-02-25 14:45:00
2/25/2023,Sat,8:15:00 PM,9.47,289,H,2023-02-25 20:15:00,2023-02-25 21:23:00
2/26/2023,Sun,2:18:00 AM,0.4,12,L,2023-02-26 02:18:00,2023-02-26 03:03:00
2/26/2023,Sun,8:35:00 AM,9.9,302,H,2023-02-26 08:35:00,2023-02-26 09:43:00
2/26/2023,Sun,2:57:00 PM,0.21,6,L,2023-02-26 14:57:00,2023-02-26 15:42:00
2/26/2023,Sun,9:11:00 PM,8.77,267,H,2023-02-26 21:11:00,2023-02-26 22:19:00
2/27/2023,Mon,3:12:00 AM,1.08,33,L,2023-02-27 03:12:00,2023-02-27 03:57:00
2/27/2023,Mon,9:29:00 AM,9.44,288,H,2023-02-27 09:29:00,2023-02-27 10:37:00
2/27/2023,Mon,3:56:00 PM,0.72,22,L,2023-02-27 15:56:00,2023-02-27 16:41:00
2/27/2023,Mon,10:12:00 PM,8.19,250,H,2023-02-27 22:12:00,2023-02-27 23:20:00
2/28/2023,Tue,4:08:00 AM,1.62,49,L,2023-02-28 04:08:00,2023-02-28 04:53:00
2/28/2023,Tue,10:27:00 AM,9.05,276,H,2023-02-28 10:27:00,2023-02-28 11:35:00
2/28/2023,Tue,4:58:00 PM,1.09,33,L,2023-02-28 16:58:00,2023-02-28 17:43:00
2/28/2023,Tue,11:15:00 PM,7.82,238,H,2023-02-28 23:15:00,2023-03-01 00:23:00
3/1/2023,Wed,5:06:00 AM,1.96,60,L,2023-03-01 05:06:00,2023-03-01 05:51:00
3/1/2023,Wed,11:29:00 AM,8.84,269,H,2023-03-01 11:29:00,2023-03-01 12:37:00
3/1/2023,Wed,6:02:00 PM,1.26,38,L,2023-03-01 18:02:00,2023-03-01 18:47:00
3/2/2023,Thu,12:19:00 AM,7.7,235,H,2023-03-02 00:19:00,2023-03-02 01:27:00
3/2/2023,Thu,6:07:00 AM,2.06,63,L,2023-03-02 06:07:00,2023-03-02 06:52:00
3/2/2023,Thu,12:31:00 PM,8.83,269,H,2023-03-02 12:31:00,2023-03-02 13:39:00
3/2/2023,Thu,7:04:00 PM,1.21,37,L,2023-03-02 19:04:00,2023-03-02 19:49:00
3/3/2023,Fri,1:19:00 AM,7.83,239,H,2023-03-03 01:19:00,2023-03-03 02:27:00
3/3/2023,Fri,7:05:00 AM,1.92,59,L,2023-03-03 07:05:00,2023-03-03 07:50:00
3/3/2023,Fri,1:28:00 PM,9.0,274,H,2023-03-03 13:28:00,2023-03-03 14:36:00
3/3/2023,Fri,7:57:00 PM,1.01,31,L,2023-03-03 19:57:00,2023-03-03 20:42:00
3/4/2023,Sat,2:09:00 AM,8.1,247,H,2023-03-04 02:09:00,2023-03-04 03:17:00
3/4/2023,Sat,7:57:00 AM,1.63,50,L,2023-03-04 07:57:00,2023-03-04 08:42:00
3/4/2023,Sat,2:17:00 PM,9.26,282,H,2023-03-04 14:17:00,2023-03-04 15:25:00
3/4/2023,Sat,8:40:00 PM,0.76,23,L,2023-03-04 20:40:00,2023-03-04 21:25:00
3/5/2023,Sun,2:51:00 AM,8.42,257,H,2023-03-05 02:51:00,2023-03-05 03:59:00
3/5/2023,Sun,8:42:00 AM,1.27,39,L,2023-03-05 08:42:00,2023-03-05 09:27:00
3/5/2023,Sun,2:59:00 PM,9.51,290,H,2023-03-05 14:59:00,2023-03-05 16:07:00
3/5/2023,Sun,9:17:00 PM,0.51,16,L,2023-03-05 21:17:00,2023-03-05 22:02:00
3/6/2023,Mon,3:29:00 AM,8.75,267,H,2023-03-06 03:29:00,2023-03-06 04:37:00
3/6/2023,Mon,9:22:00 AM,0.93,28,L,2023-03-06 09:22:00,2023-03-06 10:07:00
3/6/2023,Mon,3:37:00 PM,9.7,296,H,2023-03-06 15:37:00,2023-03-06 16:45:00
3/6/2023,Mon,9:53:00 PM,0.3,9,L,2023-03-06 21:53:00,2023-03-06 22:38:00
3/7/2023,Tue,4:04:00 AM,9.05,276,H,2023-03-07 04:04:00,2023-03-07 05:12:00
3/7/2023,Tue,10:01:00 AM,0.63,19,L,2023-03-07 10:01:00,2023-03-07 10:46:00
3/7/2023,Tue,4:14:00 PM,9.8,299,H,2023-03-07 16:14:00,2023-03-07 17:22:00
3/7/2023,Tue,10:27:00 PM,0.17,5,L,2023-03-07 22:27:00,2023-03-07 23:12:00
3/8/2023,Wed,4:38:00 AM,9.31,284,H,2023-03-08 04:38:00,2023-03-08 05:46:00
